,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit,year,month
7231,7232,2023-12-29,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,OFF-AP-10001564,2,23.5,446.5,36.5,2023,12
7232,7233,2023-03-22,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,OFF-PA-10003673,4,1.5,28.5,-1.5,2023,3
7233,7234,2022-02-10,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10003347,8,5.5,104.5,14.5,2022,2
7234,7235,2022-06-08,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001934,2,0.5,9.5,-0.5,2022,6
7235,7236,2022-05-25,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10000632,2,3.5,66.5,6.5,2022,5
7236,7237,2022-05-05,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003190,3,0.4,9.6,-0.40000000000000036,2022,5
7237,7238,2022-08-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Machines,TEC-MA-10000904,3,6.8,333.2,63.19999999999999,2022,8
7238,7239,2022-02-18,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10000771,7,0.8,39.2,-0.7999999999999972,2022,2
7239,7240,2022-04-07,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,OFF-EN-10001990,7,1.2,38.8,-1.2000000000000028,2022,4
7240,7241,2023-12-05,Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,FUR-FU-10002445,7,3.5,66.5,-3.5,2023,12
7241,7242,2023-10-24,Second Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,OFF-BI-10003638,6,1.8,88.2,8.200000000000003,2023,10
7242,7243,2023-09-29,Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,FUR-FU-10004864,2,0.6,19.4,-0.6000000000000014,2023,9
7243,7244,2022-02-27,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10002024,9,132.6,4287.4,747.3999999999996,2022,2
7244,7245,2023-07-01,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10002445,7,2.0,48.0,8.0,2023,7
7245,7246,2022-01-19,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001370,5,7.0,343.0,33.0,2022,1
7246,7247,2023-11-13,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,OFF-LA-10000305,3,0.8,19.2,-0.8000000000000007,2023,11
7247,7248,2023-08-08,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,FUR-BO-10001972,5,15.0,285.0,35.0,2023,8
7248,7249,2023-05-11,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10002486,8,1.6,38.4,8.399999999999999,2023,5
7249,7250,2023-07-04,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10001874,2,2.4,117.6,17.599999999999994,2023,7
7250,7251,2023-06-15,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10003870,3,29.7,960.3,150.29999999999995,2023,6
7251,7252,2023-09-11,Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,OFF-LA-10002473,4,0.2,9.8,-0.1999999999999993,2023,9
7252,7253,2023-06-14,Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,OFF-PA-10003790,3,1.4,68.6,-1.4000000000000057,2023,6
7253,7254,2023-11-17,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Appliances,OFF-AP-10002684,3,10.8,349.2,49.19999999999999,2023,11
7254,7255,2022-06-05,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,FUR-FU-10001037,5,1.0,49.0,9.0,2022,6
7255,7256,2022-08-02,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Storage,OFF-ST-10000876,4,2.5,47.5,7.5,2022,8
7256,7257,2023-11-30,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,OFF-AR-10003732,2,0.5,9.5,-0.5,2023,11
7257,7258,2022-04-03,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,OFF-PA-10000994,6,12.6,617.4,47.39999999999998,2022,4
7258,7259,2023-03-14,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,OFF-AR-10000940,5,0.4,9.6,-0.40000000000000036,2023,3
7259,7260,2023-07-14,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,OFF-PA-10004888,7,2.0,48.0,8.0,2023,7
7260,7261,2022-12-27,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,TEC-PH-10000441,1,6.5,123.5,13.5,2022,12
7261,7262,2023-06-08,Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,OFF-AR-10001231,7,0.4,9.6,-0.40000000000000036,2023,6
7262,7263,2022-02-28,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003988,5,1.5,28.5,-1.5,2022,2
7263,7264,2022-12-09,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003068,4,1.5,28.5,-1.5,2022,12
7264,7265,2023-03-14,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10004260,7,3.6,176.4,26.400000000000006,2023,3
7265,7266,2022-10-18,Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10001973,2,6.4,153.6,3.5999999999999943,2022,10
7266,7267,2022-05-26,Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,OFF-BI-10002824,3,0.2,9.8,-0.1999999999999993,2022,5
7267,7268,2023-03-23,Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,OFF-ST-10004950,4,2.1,67.9,7.900000000000006,2023,3
7268,7269,2023-02-16,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,OFF-PA-10004039,2,3.6,86.4,16.400000000000006,2023,2
7269,7270,2022-03-19,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,FUR-FU-10003374,8,6.4,313.6,23.600000000000023,2022,3
7270,7271,2022-10-31,Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001918,2,13.5,256.5,26.5,2022,10
7271,7272,2023-04-11,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10002287,4,0.6,19.4,-0.6000000000000014,2023,4
7272,7273,2022-06-17,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,OFF-SU-10004498,2,0.8,19.2,-0.8000000000000007,2022,6
7273,7274,2023-11-09,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,OFF-BI-10002557,3,0.0,0.0,0.0,2023,11
7274,7275,2023-05-16,Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,TEC-PH-10004908,5,17.0,323.0,23.0,2023,5
7275,7276,2022-02-25,Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,FUR-FU-10000794,7,1.2,58.8,8.799999999999997,2022,2
7276,7277,2023-05-13,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,TEC-AC-10004171,10,32.0,768.0,68.0,2023,5
7277,7278,2022-11-23,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10002070,2,1.2,38.8,8.799999999999997,2022,11
7278,7279,2023-07-13,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003095,3,7.8,382.2,12.199999999999989,2023,7
7279,7280,2023-10-25,Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,TEC-AC-10003832,7,7.6,182.4,12.400000000000006,2023,10
7280,7281,2023-10-11,Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,OFF-BI-10003527,2,101.6,2438.4,98.40000000000009,2023,10
7281,7282,2022-03-15,Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,TEC-MA-10001148,5,18.0,582.0,22.0,2022,3
7282,7283,2023-06-18,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10002432,3,0.0,0.0,0.0,2023,6
7283,7284,2022-01-22,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,OFF-AR-10001374,5,1.2,28.8,-1.1999999999999993,2022,1
7284,7285,2023-07-10,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,FUR-FU-10000723,2,1.4,68.6,-1.4000000000000057,2023,7
7285,7286,2023-08-11,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003614,4,1.5,48.5,-1.5,2023,8
7286,7287,2023-11-12,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,TEC-AC-10004877,1,0.4,9.6,-0.40000000000000036,2023,11
7287,7288,2023-07-03,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,FUR-FU-10004270,3,1.2,58.8,8.799999999999997,2023,7
7288,7289,2022-03-09,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,TEC-MA-10002210,3,11.2,548.8,38.799999999999955,2022,3
7289,7290,2022-09-12,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000675,9,6.2,303.8,13.800000000000011,2022,9
7290,7291,2023-07-04,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004781,2,1.0,49.0,-1.0,2023,7
7291,7292,2023-12-05,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10004689,9,0.9,29.1,-0.8999999999999986,2023,12
7292,7293,2022-06-24,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,TEC-MA-10001856,2,26.0,624.0,34.0,2022,6
7293,7294,2023-04-03,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10000719,7,1.2,58.8,8.799999999999997,2023,4
7294,7295,2022-07-27,Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,FUR-FU-10003849,1,0.8,19.2,-0.8000000000000007,2022,7
7295,7296,2022-06-11,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,OFF-AR-10001725,2,2.0,38.0,-2.0,2022,6
7296,7297,2023-07-21,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,OFF-FA-10000840,6,0.5,9.5,-0.5,2023,7
7297,7298,2022-11-17,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10000943,5,1.6,78.4,-1.5999999999999943,2022,11
7298,7299,2022-02-08,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,FUR-TA-10002533,4,14.5,275.5,45.5,2022,2
7299,7300,2023-07-13,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,FUR-FU-10001546,2,0.3,9.7,-0.3000000000000007,2023,7
7300,7301,2022-05-11,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,FUR-BO-10003546,6,12.6,407.4,37.39999999999998,2022,5
7301,7302,2023-08-11,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,OFF-BI-10004728,3,0.0,0.0,0.0,2023,8
7302,7303,2022-04-19,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,OFF-ST-10000025,5,15.2,364.8,24.80000000000001,2022,4
7303,7304,2022-01-23,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,FUR-CH-10003817,2,3.0,97.0,17.0,2022,1
7304,7305,2023-12-27,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10000289,2,0.5,9.5,-0.5,2023,12
7305,7306,2022-03-21,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,FUR-TA-10001889,3,44.5,845.5,125.5,2022,3
7306,7307,2023-07-24,Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,TEC-AC-10002305,4,2.8,67.2,7.200000000000003,2023,7
7307,7308,2023-11-07,Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,FUR-CH-10004875,2,3.3,106.7,16.700000000000003,2023,11
7308,7309,2022-07-12,Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,OFF-EN-10001434,3,8.0,152.0,2.0,2022,7
7309,7310,2022-07-03,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10004395,3,0.5,9.5,-0.5,2022,7
7310,7311,2022-05-13,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10004632,5,1.8,58.2,8.200000000000003,2022,5
7311,7312,2022-12-05,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10000145,2,0.0,0.0,0.0,2022,12
7312,7313,2023-12-31,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10002498,2,0.5,9.5,-0.5,2023,12
7313,7314,2022-02-03,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,OFF-AR-10001761,8,2.0,38.0,-2.0,2022,2
7314,7315,2023-09-21,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,TEC-PH-10001817,1,14.5,275.5,5.5,2023,9
7315,7316,2023-07-16,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10004456,3,0.8,39.2,9.200000000000003,2023,7
7316,7317,2022-03-17,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10001539,1,5.6,134.4,24.400000000000006,2022,3
7317,7318,2023-02-14,Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,OFF-PA-10003205,3,0.4,19.6,-0.3999999999999986,2023,2
7318,7319,2022-09-12,Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,OFF-BI-10002813,7,0.0,0.0,0.0,2022,9
7319,7320,2022-11-01,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10002310,5,19.6,960.4,130.39999999999998,2022,11
7320,7321,2022-04-19,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10003623,5,5.6,134.4,4.400000000000006,2022,4
7321,7322,2022-06-06,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10003424,3,0.5,9.5,-0.5,2022,6
7322,7323,2022-11-15,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10004353,2,2.0,98.0,8.0,2022,11
7323,7324,2022-12-09,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001934,2,1.2,38.8,-1.2000000000000028,2022,12
7324,7325,2023-06-05,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10003766,3,0.4,9.6,-0.40000000000000036,2023,6
7325,7326,2023-10-05,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,OFF-AP-10004540,5,16.0,384.0,54.0,2023,10
7326,7327,2023-03-21,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,OFF-BI-10001543,1,1.5,28.5,-1.5,2023,3
7327,7328,2023-08-03,Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,FUR-FU-10004597,2,4.4,105.6,5.599999999999994,2023,8
7328,7329,2023-05-29,Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,TEC-MA-10001148,4,51.2,1228.8,118.79999999999995,2023,5
7329,7330,2023-06-14,Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,OFF-ST-10000078,7,93.0,1767.0,227.0,2023,6
7330,7331,2022-09-15,First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10001037,6,1.0,19.0,-1.0,2022,9
7331,7332,2023-05-18,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,TEC-PH-10001433,1,2.4,57.6,7.600000000000001,2023,5
7332,7333,2023-02-01,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,OFF-BI-10003007,7,2.4,77.6,7.599999999999994,2023,2
7333,7334,2023-05-07,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10001290,2,2.8,67.2,7.200000000000003,2023,5
7334,7335,2022-06-01,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10000087,3,1.0,49.0,9.0,2022,6
7335,7336,2022-01-16,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10002049,2,16.8,823.2,33.200000000000045,2022,1
7336,7337,2023-04-03,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10002613,2,22.5,427.5,27.5,2023,4
7337,7338,2022-07-17,First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10004950,1,0.6,19.4,-0.6000000000000014,2022,7
7338,7339,2023-10-24,Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004875,3,9.5,180.5,10.5,2023,10
7339,7340,2023-06-02,First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10003190,2,0.5,9.5,-0.5,2023,6
7340,7341,2022-06-24,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,FUR-CH-10000553,2,3.5,66.5,6.5,2022,6
7341,7342,2022-11-16,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,OFF-LA-10002762,13,3.2,156.8,16.80000000000001,2022,11
7342,7343,2023-12-27,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,FUR-FU-10000719,3,1.2,28.8,8.8,2023,12
7343,7344,2022-05-13,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10000563,6,7.6,182.4,2.4000000000000057,2022,5
7344,7345,2022-05-02,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,FUR-TA-10004289,6,36.0,684.0,104.0,2022,5
7345,7346,2023-07-12,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10003555,4,3.5,66.5,6.5,2023,7
7346,7347,2022-11-13,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10001958,1,0.5,9.5,-0.5,2022,11
7347,7348,2022-06-26,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10000225,1,3.0,57.0,7.0,2022,6
7348,7349,2022-04-28,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10002534,3,7.2,172.8,22.80000000000001,2022,4
7349,7350,2022-08-02,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,OFF-BI-10000301,6,1.2,38.8,-1.2000000000000028,2022,8
7350,7351,2022-08-30,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,OFF-BI-10003460,5,1.0,19.0,-1.0,2022,8
7351,7352,2022-04-06,Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,TEC-AC-10001772,7,5.5,104.5,14.5,2022,4
7352,7353,2022-09-05,Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,TEC-PH-10003505,8,22.5,427.5,17.5,2022,9
7353,7354,2023-12-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10004484,5,0.6,19.4,-0.6000000000000014,2023,12
7354,7355,2022-10-05,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10001593,5,0.9,29.1,-0.8999999999999986,2022,10
7355,7356,2023-05-04,Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10004139,8,4.8,115.2,15.200000000000003,2023,5
7356,7357,2022-01-23,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10001315,1,0.0,0.0,0.0,2022,1
7357,7358,2022-04-15,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10001488,2,6.8,163.2,23.19999999999999,2022,4
7358,7359,2022-12-06,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10002170,6,7.5,242.5,32.5,2022,12
7359,7360,2023-09-19,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10004575,3,15.6,504.4,44.39999999999998,2023,9
7360,7361,2022-10-19,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000809,3,1.0,19.0,-1.0,2022,10
7361,7362,2023-04-07,First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10000225,3,3.8,186.2,26.19999999999999,2023,4
7362,7363,2023-11-07,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10003707,3,1.2,38.8,-1.2000000000000028,2023,11
7363,7364,2022-04-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10004539,3,6.8,333.2,53.19999999999999,2022,4
7364,7365,2023-01-09,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10004076,8,0.5,9.5,-0.5,2023,1
7365,7366,2022-11-09,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003166,2,0.2,9.8,-0.1999999999999993,2022,11
7366,7367,2023-07-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,OFF-ST-10002301,2,1.2,28.8,-1.1999999999999993,2023,7
7367,7368,2022-08-16,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10002647,7,10.5,339.5,29.5,2022,8
7368,7369,2022-09-11,First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,OFF-BI-10004654,3,0.8,19.2,-0.8000000000000007,2022,9
7369,7370,2022-10-07,Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,OFF-LA-10001175,2,0.0,0.0,0.0,2022,10
7370,7371,2022-11-27,Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,TEC-PH-10001336,2,7.8,252.2,12.199999999999989,2022,11
7371,7372,2023-11-21,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,OFF-ST-10000760,11,6.0,144.0,14.0,2023,11
7372,7373,2023-02-09,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,OFF-ST-10002301,3,2.4,57.6,7.600000000000001,2023,2
7373,7374,2023-05-23,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,OFF-SU-10004884,7,5.5,104.5,14.5,2023,5
7374,7375,2022-04-14,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,OFF-FA-10003112,1,0.3,9.7,-0.3000000000000007,2022,4
7375,7376,2022-02-21,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10000069,3,1.6,38.4,8.399999999999999,2022,2
7376,7377,2023-01-18,First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,OFF-AR-10001958,4,1.0,49.0,-1.0,2023,1
7377,7378,2023-02-22,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10001321,6,2.7,87.3,17.299999999999997,2023,2
7378,7379,2023-01-04,Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,OFF-AR-10003504,3,0.3,9.7,-0.3000000000000007,2023,1
7379,7380,2022-03-16,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,OFF-ST-10000419,3,2.0,38.0,8.0,2022,3
7380,7381,2022-05-04,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,OFF-LA-10004559,5,0.5,9.5,-0.5,2022,5
7381,7382,2022-03-05,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,TEC-PH-10001644,5,4.5,145.5,15.5,2022,3
7382,7383,2022-02-08,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,OFF-SU-10004782,2,0.4,19.6,-0.3999999999999986,2022,2
7383,7384,2023-03-22,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10002250,3,0.8,19.2,-0.8000000000000007,2023,3
7384,7385,2023-10-17,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,OFF-AP-10001394,2,15.2,364.8,24.80000000000001,2023,10
7385,7386,2022-01-28,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10001838,3,0.6,19.4,-0.6000000000000014,2022,1
7386,7387,2022-03-29,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,OFF-ST-10004340,6,7.4,362.6,62.60000000000002,2022,3
7387,7388,2022-11-26,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,FUR-FU-10003664,14,40.2,1299.8,109.79999999999995,2022,11
7388,7389,2023-08-09,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,TEC-PH-10004897,3,0.9,29.1,-0.8999999999999986,2023,8
7389,7390,2023-03-30,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,FUR-CH-10000454,2,7.8,382.2,32.19999999999999,2023,3
7390,7391,2022-06-20,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,FUR-FU-10004017,5,2.0,98.0,8.0,2022,6
7391,7392,2022-03-30,Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,OFF-PA-10000241,3,2.8,67.2,7.200000000000003,2022,3
7392,7393,2022-06-07,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10003016,5,0.8,19.2,-0.8000000000000007,2022,6
7393,7394,2023-08-29,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001615,3,1.8,58.2,-1.7999999999999972,2023,8
